Date,Description,Amount,Type,Merchant_Category,Label,Predicted_Label
2025-06-21,Gift received from Family,70605.0,CREDIT,,,INCOME
2025-06-10,Medical Consultation at Flipkart,8829.0,DEBIT,,,EXPENSE
2025-06-15,Electricity Bill Payment,15383.0,DEBIT,,,EXPENSE
2025-06-28,Salary credited from TCS,57958.0,CREDIT,,,INCOME
2025-06-23,SIP to SBI Magnum,9295.0,DEBIT,,,SAVINGS
2025-06-13,Refund from Amazon,1686.0,CREDIT,,,INCOME
2025-06-01,Interest from Savings Account,30847.0,CREDIT,,,INCOME
2025-06-25,PPF Deposit,5121.0,DEBIT,,,SAVINGS
2025-06-24,PPF Deposit,4417.0,DEBIT,,,SAVINGS
2025-06-23,Electricity Bill Payment,183.0,DEBIT,,,EXPENSE
2025-06-17,Recurring Deposit started at Axis Bank,17772.0,DEBIT,,,SAVINGS
2025-06-22,Transfer to Fixed Deposit,29525.0,DEBIT,,,SAVINGS
2025-06-18,POS/AMAZON IN/Online Shopping,9795.0,DEBIT,,,EXPENSE
2025-06-26,FD Creation at SBI,9952.0,DEBIT,,,SAVINGS
2025-06-12,Dining Out at Myntra,8400.0,DEBIT,,,EXPENSE
2025-06-12,PPF Deposit,42973.0,DEBIT,,,SAVINGS
2025-06-10,Dividend from Mutual Fund,67972.0,CREDIT,,,INCOME
2025-06-19,Dividend from Mutual Fund,30589.0,CREDIT,,,INCOME
2025-06-13,Auto Sweep to FD,44248.0,DEBIT,,,SAVINGS
2025-06-18,Dividend from Mutual Fund,75358.0,CREDIT,,,INCOME
2025-06-05,SIP to SBI Magnum,48912.0,DEBIT,,,SAVINGS
2025-06-26,UPI payment to Amazon,5373.0,DEBIT,,,EXPENSE
2025-06-04,Electricity Bill Payment,14983.0,DEBIT,,,EXPENSE
2025-06-14,Fixed Deposit opened at ICICI Bank,11167.0,DEBIT,,,SAVINGS
2025-06-07,Interest from Savings Account,16996.0,CREDIT,,,INCOME
2025-06-02,Refund from Amazon,55478.0,CREDIT,,,INCOME
2025-06-23,UPI payment to Myntra,2224.0,DEBIT,,,EXPENSE
2025-06-24,Mutual Fund Investment - ICICI Prudential,8390.0,DEBIT,,,SAVINGS
2025-06-27,Transfer to Recurring Deposit,38125.0,DEBIT,,,SAVINGS
2025-06-07,ATM Cash Withdrawal,13058.0,DEBIT,,,EXPENSE
2025-06-07,Consulting payment from TCS,83354.0,CREDIT,,,INCOME
2025-06-24,Transfer to Fixed Deposit,37786.0,DEBIT,,,SAVINGS
2025-06-10,Transfer to PPF Account,3638.0,DEBIT,,,SAVINGS
2025-06-18,Refund from Amazon,75557.0,CREDIT,,,INCOME
2025-06-19,LIC Premium Payment,26343.0,DEBIT,,,SAVINGS
2025-06-17,Mutual Fund Investment - HDFC Top 100,30556.0,DEBIT,,,SAVINGS
2025-06-13,Dividend from Mutual Fund,17206.0,CREDIT,,,INCOME
2025-06-27,Refund from Amazon,42207.0,CREDIT,,,INCOME
2025-06-23,Recurring Deposit started at Axis Bank,25940.0,DEBIT,,,SAVINGS
2025-06-13,Grocery Shopping at Amazon,18582.0,DEBIT,,,EXPENSE
2025-06-11,Closure Proceeds from FD,31944.0,DEBIT,,,SAVINGS
2025-06-26,Fuel Purchase at Flipkart,10553.0,DEBIT,,,EXPENSE
2025-06-26,Award for best employee,85253.0,CREDIT,,,INCOME
2025-06-10,Fuel Purchase at Indian Oil,5539.0,DEBIT,,,EXPENSE
2025-06-22,PPF Deposit,34014.0,DEBIT,,,SAVINGS
2025-06-27,Electricity Bill Payment,16006.0,DEBIT,,,EXPENSE
2025-06-15,Salary credited from ABC Corp,96243.0,CREDIT,,,INCOME
2025-06-08,NPS Contribution,40062.0,DEBIT,,,SAVINGS
2025-06-17,Electricity Bill Payment,9938.0,DEBIT,,,EXPENSE
2025-06-11,Subscription Renewal - Netflix,10105.0,DEBIT,,,EXPENSE
2025-06-11,Consulting payment from TCS,23491.0,CREDIT,,,INCOME
2025-06-24,Subscription Renewal - Netflix,16689.0,DEBIT,,,EXPENSE
2025-06-13,Dining Out at Indian Oil,14243.0,DEBIT,,,EXPENSE
2025-06-16,Interest from Savings Account,77442.0,CREDIT,,,INCOME
2025-06-13,Transfer to Education Fund,49697.0,DEBIT,,,SAVINGS
2025-06-14,Sweep-in to Savings,13139.0,DEBIT,,,SAVINGS
2025-06-10,Sweep-in to Savings,17046.0,DEBIT,,,SAVINGS
2025-06-20,Mutual Fund Investment - HDFC Top 100,25912.0,DEBIT,,,SAVINGS
2025-06-21,Interest from Savings Account,72720.0,CREDIT,,,INCOME
2025-06-02,Transfer to Child Plan,14685.0,DEBIT,,,SAVINGS
2025-06-07,Recurring Deposit started at HDFC Bank,19619.0,DEBIT,,,SAVINGS
2025-06-01,NPS Contribution,43546.0,DEBIT,,,SAVINGS
2025-06-07,Consulting payment from INFOSYS LTD,21223.0,CREDIT,,,INCOME
2025-06-13,Maturity Proceeds from NPS,6374.0,DEBIT,,,SAVINGS
2025-06-04,ATM Cash Withdrawal,11535.0,DEBIT,,,EXPENSE
2025-06-21,Salary credited from TCS,46432.0,CREDIT,,,INCOME
2025-06-19,Mutual Fund Investment - UTI Flexi Cap,25996.0,DEBIT,,,SAVINGS
2025-06-20,Dividend from Mutual Fund,96492.0,CREDIT,,,INCOME
2025-06-06,LIC Premium Payment,10343.0,DEBIT,,,SAVINGS
2025-06-26,Award for best employee,52534.0,CREDIT,,,INCOME
2025-06-01,Fuel Purchase at Myntra,8788.0,DEBIT,,,EXPENSE
2025-06-10,Fuel Purchase at Cafe Coffee Day,1075.0,DEBIT,,,EXPENSE
2025-06-15,Refund from Amazon,8767.0,CREDIT,,,INCOME
2025-06-10,Investment in UTI Flexi Cap,22484.0,DEBIT,,,SAVINGS
2025-06-22,Transfer to Fixed Deposit,13223.0,DEBIT,,,SAVINGS
2025-06-02,Subscription Renewal - Netflix,4159.0,DEBIT,,,EXPENSE
2025-06-09,Transfer to Recurring Deposit,7563.0,DEBIT,,,SAVINGS
2025-06-21,Auto Sweep to FD,7483.0,DEBIT,,,SAVINGS
2025-06-16,Grocery Shopping at Myntra,16044.0,DEBIT,,,EXPENSE
2025-06-24,POS/AMAZON IN/Online Shopping,12548.0,DEBIT,,,EXPENSE
2025-06-19,RD Installment at PNB,23539.0,DEBIT,,,SAVINGS
2025-06-09,Transfer to Recurring Deposit,46770.0,DEBIT,,,SAVINGS
2025-06-26,Interest from Savings Account,17070.0,CREDIT,,,INCOME
2025-06-26,Transfer to Recurring Deposit,37742.0,DEBIT,,,SAVINGS
2025-06-22,Sweep-in to Savings,21266.0,DEBIT,,,SAVINGS
2025-06-15,Sweep-in to Savings,35421.0,DEBIT,,,SAVINGS
2025-06-02,Transfer to Recurring Deposit,21195.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to PPF Account,46298.0,DEBIT,,,SAVINGS
2025-06-14,Award for best employee,14275.0,CREDIT,,,INCOME
2025-06-23,Dividend from Mutual Fund,29791.0,CREDIT,,,INCOME
2025-06-08,Consulting payment from ABC Corp,64473.0,CREDIT,,,INCOME
2025-06-26,Dining Out at Amazon,14734.0,DEBIT,,,EXPENSE
2025-06-22,Recurring Deposit started at HDFC Bank,25215.0,DEBIT,,,SAVINGS
2025-06-04,Refund from Amazon,52850.0,CREDIT,,,INCOME
2025-06-13,FD Creation at HDFC Bank,12324.0,DEBIT,,,SAVINGS
2025-06-20,NPS Contribution,40220.0,DEBIT,,,SAVINGS
2025-06-18,Mutual Fund Investment - SBI Magnum,8415.0,DEBIT,,,SAVINGS
2025-06-01,SIP to Axis Bluechip,20133.0,DEBIT,,,SAVINGS
2025-06-07,Award for best employee,38045.0,CREDIT,,,INCOME
2025-06-08,Subscription Renewal - Netflix,2733.0,DEBIT,,,EXPENSE
2025-06-09,Consulting payment from TCS,19720.0,CREDIT,,,INCOME
2025-06-13,Medical Consultation at Flipkart,8437.0,DEBIT,,,EXPENSE
2025-06-19,Transfer to Recurring Deposit,24879.0,DEBIT,,,SAVINGS
2025-06-15,Investment in ICICI Prudential,21933.0,DEBIT,,,SAVINGS
2025-06-24,Medical Consultation at Cafe Coffee Day,12831.0,DEBIT,,,EXPENSE
2025-06-08,Dividend from Mutual Fund,6896.0,CREDIT,,,INCOME
2025-06-23,Gift received from Family,16145.0,CREDIT,,,INCOME
2025-06-02,FD Creation at PNB,49060.0,DEBIT,,,SAVINGS
2025-06-05,Medical Consultation at Cafe Coffee Day,19693.0,DEBIT,,,EXPENSE
2025-06-24,Transfer to Fixed Deposit,46768.0,DEBIT,,,SAVINGS
2025-06-10,UPI payment to Myntra,3639.0,DEBIT,,,EXPENSE
2025-06-27,Grocery Shopping at Myntra,9711.0,DEBIT,,,EXPENSE
2025-06-26,Transfer to Fixed Deposit,24797.0,DEBIT,,,SAVINGS
2025-06-28,Transfer to NPS Account,35591.0,DEBIT,,,SAVINGS
2025-06-03,Auto Sweep to FD,14055.0,DEBIT,,,SAVINGS
2025-06-15,Transfer to PPF Account,33969.0,DEBIT,,,SAVINGS
2025-06-09,Sweep-in to Savings,2113.0,DEBIT,,,SAVINGS
2025-06-12,Grocery Shopping at Big Bazaar,16906.0,DEBIT,,,EXPENSE
2025-06-26,Gift received from Family,21191.0,CREDIT,,,INCOME
2025-06-08,Recurring Deposit started at SBI,34839.0,DEBIT,,,SAVINGS
2025-06-22,Consulting payment from ABC Corp,97970.0,CREDIT,,,INCOME
2025-06-20,Mutual Fund Investment - ICICI Prudential,49685.0,DEBIT,,,SAVINGS
2025-06-08,Electricity Bill Payment,17642.0,DEBIT,,,EXPENSE
2025-06-06,SIP to UTI Flexi Cap,45453.0,DEBIT,,,SAVINGS
2025-06-05,NPS Contribution,19447.0,DEBIT,,,SAVINGS
2025-06-19,Award for best employee,94591.0,CREDIT,,,INCOME
2025-06-07,Salary credited from TCS,77050.0,CREDIT,,,INCOME
2025-06-12,Consulting payment from ABC Corp,31345.0,CREDIT,,,INCOME
2025-06-25,Recurring Deposit started at PNB,15391.0,DEBIT,,,SAVINGS
2025-06-07,Goal Based Savings Transfer,20676.0,DEBIT,,,SAVINGS
2025-06-25,RD Installment at ICICI Bank,40750.0,DEBIT,,,SAVINGS
2025-06-11,Dining Out at Myntra,14094.0,DEBIT,,,EXPENSE
2025-06-16,Interest from Savings Account,67920.0,CREDIT,,,INCOME
2025-06-12,Electricity Bill Payment,3073.0,DEBIT,,,EXPENSE
2025-06-27,Gift received from Family,50816.0,CREDIT,,,INCOME
2025-06-16,UPI payment to Big Bazaar,6457.0,DEBIT,,,EXPENSE
2025-06-05,POS/AMAZON IN/Online Shopping,1964.0,DEBIT,,,EXPENSE
2025-06-10,Credit Card Bill Payment,13242.0,DEBIT,,,EXPENSE
2025-06-23,Interest from Savings Account,46874.0,CREDIT,,,INCOME
2025-06-24,Dining Out at Indian Oil,17340.0,DEBIT,,,EXPENSE
2025-06-07,Auto Sweep to FD,19645.0,DEBIT,,,SAVINGS
2025-06-17,Fixed Deposit opened at SBI,14421.0,DEBIT,,,SAVINGS
2025-06-15,Transfer to NPS Account,15948.0,DEBIT,,,SAVINGS
2025-06-07,Refund from Amazon,15549.0,CREDIT,,,INCOME
2025-06-22,Award for best employee,89581.0,CREDIT,,,INCOME
2025-06-14,Dining Out at Apollo Pharmacy,4058.0,DEBIT,,,EXPENSE
2025-06-08,Interest from Savings Account,11032.0,CREDIT,,,INCOME
2025-06-26,RD Installment at Axis Bank,31672.0,DEBIT,,,SAVINGS
2025-06-26,Electricity Bill Payment,10897.0,DEBIT,,,EXPENSE
2025-06-03,Salary credited from ABC Corp,98028.0,CREDIT,,,INCOME
2025-06-15,Fixed Deposit opened at ICICI Bank,4099.0,DEBIT,,,SAVINGS
2025-06-09,Fixed Deposit opened at ICICI Bank,36306.0,DEBIT,,,SAVINGS
2025-06-08,Transfer to PPF Account,6730.0,DEBIT,,,SAVINGS
2025-06-27,Electricity Bill Payment,11971.0,DEBIT,,,EXPENSE
2025-06-11,Consulting payment from INFOSYS LTD,8729.0,CREDIT,,,INCOME
2025-06-27,Fixed Deposit opened at HDFC Bank,10599.0,DEBIT,,,SAVINGS
2025-06-18,Dividend from Mutual Fund,80990.0,CREDIT,,,INCOME
2025-06-12,Dividend from Mutual Fund,54187.0,CREDIT,,,INCOME
2025-06-24,Electricity Bill Payment,12388.0,DEBIT,,,EXPENSE
2025-06-03,Dividend from Mutual Fund,54430.0,CREDIT,,,INCOME
2025-06-09,Salary credited from INFOSYS LTD,43092.0,CREDIT,,,INCOME
2025-06-27,Award for best employee,89771.0,CREDIT,,,INCOME
2025-06-09,Consulting payment from TCS,8057.0,CREDIT,,,INCOME
2025-06-19,Consulting payment from XYZ Pvt Ltd,76707.0,CREDIT,,,INCOME
2025-06-06,Transfer to Recurring Deposit,18696.0,DEBIT,,,SAVINGS
2025-06-27,Interest from Savings Account,51408.0,CREDIT,,,INCOME
2025-06-21,RD Installment at ICICI Bank,35312.0,DEBIT,,,SAVINGS
2025-06-07,Auto Sweep to FD,47340.0,DEBIT,,,SAVINGS
2025-06-15,Transfer to NPS Account,47989.0,DEBIT,,,SAVINGS
2025-06-06,Dividend from Mutual Fund,58006.0,CREDIT,,,INCOME
2025-06-02,POS/AMAZON IN/Online Shopping,3101.0,DEBIT,,,EXPENSE
2025-06-01,Transfer to PPF Account,28670.0,DEBIT,,,SAVINGS
2025-06-26,Salary credited from INFOSYS LTD,13315.0,CREDIT,,,INCOME
2025-06-19,Grocery Shopping at Big Bazaar,2887.0,DEBIT,,,EXPENSE
2025-06-04,Transfer to Fixed Deposit,31517.0,DEBIT,,,SAVINGS
2025-06-27,Dining Out at Indian Oil,7962.0,DEBIT,,,EXPENSE
2025-06-02,Transfer to Education Fund,45860.0,DEBIT,,,SAVINGS
2025-06-20,POS/AMAZON IN/Online Shopping,11710.0,DEBIT,,,EXPENSE
2025-06-03,Grocery Shopping at Big Bazaar,1478.0,DEBIT,,,EXPENSE
2025-06-20,Dining Out at Flipkart,4964.0,DEBIT,,,EXPENSE
2025-06-23,Auto Sweep to FD,16487.0,DEBIT,,,SAVINGS
2025-06-18,NPS Contribution,36498.0,DEBIT,,,SAVINGS
2025-06-24,Consulting payment from INFOSYS LTD,54492.0,CREDIT,,,INCOME
2025-06-19,Medical Consultation at Amazon,11066.0,DEBIT,,,EXPENSE
2025-06-17,Dividend from Mutual Fund,63179.0,CREDIT,,,INCOME
2025-06-12,Dining Out at Cafe Coffee Day,19482.0,DEBIT,,,EXPENSE
2025-06-26,Closure Proceeds from NPS,12149.0,DEBIT,,,SAVINGS
2025-06-18,Credit Card Bill Payment,18164.0,DEBIT,,,EXPENSE
2025-06-05,Refund from Amazon,46613.0,CREDIT,,,INCOME
2025-06-21,Fuel Purchase at Myntra,5590.0,DEBIT,,,EXPENSE
2025-06-15,POS/AMAZON IN/Online Shopping,13569.0,DEBIT,,,EXPENSE
2025-06-15,Maturity Proceeds from RD,30958.0,DEBIT,,,SAVINGS
2025-06-04,Electricity Bill Payment,12444.0,DEBIT,,,EXPENSE
2025-06-25,Dining Out at Apollo Pharmacy,12439.0,DEBIT,,,EXPENSE
2025-06-07,Transfer to PPF Account,25082.0,DEBIT,,,SAVINGS
2025-06-17,Investment in ICICI Prudential,35523.0,DEBIT,,,SAVINGS
2025-06-24,Award for best employee,76388.0,CREDIT,,,INCOME
2025-06-14,SIP to ICICI Prudential,19383.0,DEBIT,,,SAVINGS
2025-06-22,SIP to UTI Flexi Cap,7215.0,DEBIT,,,SAVINGS
2025-06-02,Sweep-in to Savings,47764.0,DEBIT,,,SAVINGS
2025-06-26,Gift received from Family,27459.0,CREDIT,,,INCOME
2025-06-03,PPF Deposit,7226.0,DEBIT,,,SAVINGS
2025-06-19,Maturity Proceeds from RD,29816.0,DEBIT,,,SAVINGS
2025-06-03,Award for best employee,53453.0,CREDIT,,,INCOME
2025-06-10,Credit Card Bill Payment,12086.0,DEBIT,,,EXPENSE
2025-06-07,Subscription Renewal - Netflix,9223.0,DEBIT,,,EXPENSE
2025-06-25,Investment in HDFC Top 100,45661.0,DEBIT,,,SAVINGS
2025-06-21,Credit Card Bill Payment,9445.0,DEBIT,,,EXPENSE
2025-06-17,Medical Consultation at Big Bazaar,10532.0,DEBIT,,,EXPENSE
2025-06-01,Recurring Deposit started at ICICI Bank,30472.0,DEBIT,,,SAVINGS
2025-06-04,Maturity Proceeds from FD,11777.0,DEBIT,,,SAVINGS
2025-06-18,Goal Based Savings Transfer,17336.0,DEBIT,,,SAVINGS
2025-06-28,Auto Sweep to FD,38036.0,DEBIT,,,SAVINGS
2025-06-01,Gift received from Family,84193.0,CREDIT,,,INCOME
2025-06-25,Salary credited from INFOSYS LTD,43326.0,CREDIT,,,INCOME
2025-06-06,Transfer to Education Fund,5476.0,DEBIT,,,SAVINGS
2025-06-04,Gift received from Family,99212.0,CREDIT,,,INCOME
2025-06-24,Interest from Savings Account,47493.0,CREDIT,,,INCOME
2025-06-10,Investment in Axis Bluechip,33890.0,DEBIT,,,SAVINGS
2025-06-16,Transfer to NPS Account,47892.0,DEBIT,,,SAVINGS
2025-06-11,Dividend from Mutual Fund,11637.0,CREDIT,,,INCOME
2025-06-18,Gift received from Family,63908.0,CREDIT,,,INCOME
2025-06-19,Fuel Purchase at Apollo Pharmacy,9280.0,DEBIT,,,EXPENSE
2025-06-24,FD Creation at HDFC Bank,14954.0,DEBIT,,,SAVINGS
2025-06-28,Investment in ICICI Prudential,37839.0,DEBIT,,,SAVINGS
2025-06-09,Interest from Savings Account,80742.0,CREDIT,,,INCOME
2025-06-24,Gift received from Family,59348.0,CREDIT,,,INCOME
2025-06-02,LIC Premium Payment,18977.0,DEBIT,,,SAVINGS
2025-06-28,Transfer to PPF Account,5084.0,DEBIT,,,SAVINGS
2025-06-14,Transfer to Child Plan,41401.0,DEBIT,,,SAVINGS
2025-06-17,Interest from Savings Account,11796.0,CREDIT,,,INCOME
2025-06-20,Award for best employee,10234.0,CREDIT,,,INCOME
2025-06-11,Dividend from Mutual Fund,64261.0,CREDIT,,,INCOME
2025-06-26,Sweep-in to Savings,23512.0,DEBIT,,,SAVINGS
2025-06-17,Salary credited from INFOSYS LTD,39194.0,CREDIT,,,INCOME
2025-06-01,PPF Deposit,23563.0,DEBIT,,,SAVINGS
2025-06-11,Subscription Renewal - Netflix,4255.0,DEBIT,,,EXPENSE
2025-06-24,Gift received from Family,70683.0,CREDIT,,,INCOME
2025-06-19,Transfer to Fixed Deposit,19636.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to NPS Account,2353.0,DEBIT,,,SAVINGS
2025-06-07,Refund from Amazon,28329.0,CREDIT,,,INCOME
2025-06-01,Dining Out at Myntra,7875.0,DEBIT,,,EXPENSE
2025-06-14,Fixed Deposit opened at SBI,40729.0,DEBIT,,,SAVINGS
2025-06-19,Dividend from Mutual Fund,64919.0,CREDIT,,,INCOME
2025-06-06,LIC Premium Payment,34847.0,DEBIT,,,SAVINGS
2025-06-04,Goal Based Savings Transfer,34027.0,DEBIT,,,SAVINGS
2025-06-08,Gift received from Family,51112.0,CREDIT,,,INCOME
2025-06-14,Transfer to Education Fund,44781.0,DEBIT,,,SAVINGS
2025-06-03,Fuel Purchase at Apollo Pharmacy,18878.0,DEBIT,,,EXPENSE
2025-06-28,POS/AMAZON IN/Online Shopping,10643.0,DEBIT,,,EXPENSE
2025-06-11,FD Creation at HDFC Bank,32448.0,DEBIT,,,SAVINGS
2025-06-13,Grocery Shopping at Cafe Coffee Day,11086.0,DEBIT,,,EXPENSE
2025-06-20,Transfer to Recurring Deposit,26453.0,DEBIT,,,SAVINGS
2025-06-08,Mutual Fund Investment - SBI Magnum,29488.0,DEBIT,,,SAVINGS
2025-06-24,Mutual Fund Investment - ICICI Prudential,33733.0,DEBIT,,,SAVINGS
2025-06-02,Interest from Savings Account,17501.0,CREDIT,,,INCOME
2025-06-26,Mutual Fund Investment - SBI Magnum,43080.0,DEBIT,,,SAVINGS
2025-06-22,Transfer to Recurring Deposit,34929.0,DEBIT,,,SAVINGS
2025-06-27,Refund from Amazon,90482.0,CREDIT,,,INCOME
2025-06-01,Interest from Savings Account,16316.0,CREDIT,,,INCOME
2025-06-15,Transfer to Child Plan,41678.0,DEBIT,,,SAVINGS
2025-06-19,Transfer to PPF Account,43034.0,DEBIT,,,SAVINGS
2025-06-12,Auto Sweep to FD,20709.0,DEBIT,,,SAVINGS
2025-06-13,UPI payment to Big Bazaar,13877.0,DEBIT,,,EXPENSE
2025-06-20,Fuel Purchase at Indian Oil,256.0,DEBIT,,,EXPENSE
2025-06-07,Dividend from Mutual Fund,19535.0,CREDIT,,,INCOME
2025-06-18,Electricity Bill Payment,13528.0,DEBIT,,,EXPENSE
2025-06-12,SIP to ICICI Prudential,41038.0,DEBIT,,,SAVINGS
2025-06-27,Gift received from Family,56936.0,CREDIT,,,INCOME
2025-06-20,Recurring Deposit started at ICICI Bank,4523.0,DEBIT,,,SAVINGS
2025-06-15,Salary credited from INFOSYS LTD,75567.0,CREDIT,,,INCOME
2025-06-21,Dividend from Mutual Fund,83310.0,CREDIT,,,INCOME
2025-06-03,Credit Card Bill Payment,10863.0,DEBIT,,,EXPENSE
2025-06-11,Goal Based Savings Transfer,44014.0,DEBIT,,,SAVINGS
2025-06-11,Transfer to Fixed Deposit,17917.0,DEBIT,,,SAVINGS
2025-06-01,Auto Sweep to FD,2683.0,DEBIT,,,SAVINGS
2025-06-18,Electricity Bill Payment,11877.0,DEBIT,,,EXPENSE
2025-06-18,Refund from Amazon,81725.0,CREDIT,,,INCOME
2025-06-28,Recurring Deposit started at Axis Bank,11330.0,DEBIT,,,SAVINGS
2025-06-20,NPS Contribution,19367.0,DEBIT,,,SAVINGS
2025-06-16,Goal Based Savings Transfer,21876.0,DEBIT,,,SAVINGS
2025-06-24,Interest from Savings Account,55066.0,CREDIT,,,INCOME
2025-06-09,RD Installment at Axis Bank,15146.0,DEBIT,,,SAVINGS
2025-06-23,RD Installment at PNB,6019.0,DEBIT,,,SAVINGS
2025-06-05,Subscription Renewal - Netflix,19696.0,DEBIT,,,EXPENSE
2025-06-14,LIC Premium Payment,41599.0,DEBIT,,,SAVINGS
2025-06-13,Maturity Proceeds from NPS,41807.0,DEBIT,,,SAVINGS
2025-06-20,Transfer to Fixed Deposit,40399.0,DEBIT,,,SAVINGS
2025-06-04,Electricity Bill Payment,7238.0,DEBIT,,,EXPENSE
2025-06-14,Gift received from Family,17045.0,CREDIT,,,INCOME
2025-06-25,Sweep-in to Savings,24242.0,DEBIT,,,SAVINGS
2025-06-26,Goal Based Savings Transfer,40206.0,DEBIT,,,SAVINGS
2025-06-02,Electricity Bill Payment,14532.0,DEBIT,,,EXPENSE
2025-06-16,FD Creation at Axis Bank,14567.0,DEBIT,,,SAVINGS
2025-06-15,Consulting payment from TCS,24247.0,CREDIT,,,INCOME
2025-06-19,LIC Premium Payment,47661.0,DEBIT,,,SAVINGS
2025-06-10,POS/AMAZON IN/Online Shopping,14484.0,DEBIT,,,EXPENSE
2025-06-25,Transfer to PPF Account,30155.0,DEBIT,,,SAVINGS
2025-06-09,LIC Premium Payment,13010.0,DEBIT,,,SAVINGS
2025-06-07,Goal Based Savings Transfer,9147.0,DEBIT,,,SAVINGS
2025-06-01,Credit Card Bill Payment,8768.0,DEBIT,,,EXPENSE
2025-06-22,POS/AMAZON IN/Online Shopping,16510.0,DEBIT,,,EXPENSE
2025-06-24,Fixed Deposit opened at SBI,30849.0,DEBIT,,,SAVINGS
2025-06-01,Credit Card Bill Payment,17793.0,DEBIT,,,EXPENSE
2025-06-07,SIP to UTI Flexi Cap,18583.0,DEBIT,,,SAVINGS
2025-06-09,Fuel Purchase at Myntra,205.0,DEBIT,,,EXPENSE
2025-06-16,UPI payment to Big Bazaar,9448.0,DEBIT,,,EXPENSE
2025-06-16,Medical Consultation at Apollo Pharmacy,12703.0,DEBIT,,,EXPENSE
2025-06-09,Interest from Savings Account,67608.0,CREDIT,,,INCOME
2025-06-08,Interest from Savings Account,3197.0,CREDIT,,,INCOME
2025-06-14,Transfer to Recurring Deposit,49237.0,DEBIT,,,SAVINGS
2025-06-06,Transfer to PPF Account,27751.0,DEBIT,,,SAVINGS
2025-06-18,Gift received from Family,4423.0,CREDIT,,,INCOME
2025-06-20,Credit Card Bill Payment,2571.0,DEBIT,,,EXPENSE
2025-06-28,Sweep-in to Savings,14673.0,DEBIT,,,SAVINGS
2025-06-18,PPF Deposit,29711.0,DEBIT,,,SAVINGS
2025-06-13,Transfer to NPS Account,28634.0,DEBIT,,,SAVINGS
2025-06-26,Credit Card Bill Payment,9088.0,DEBIT,,,EXPENSE
2025-06-15,Sweep-in to Savings,47713.0,DEBIT,,,SAVINGS
2025-06-17,Transfer to Education Fund,38862.0,DEBIT,,,SAVINGS
2025-06-28,Gift received from Family,34641.0,CREDIT,,,INCOME
2025-06-19,Auto Sweep to FD,15021.0,DEBIT,,,SAVINGS
2025-06-23,POS/AMAZON IN/Online Shopping,4077.0,DEBIT,,,EXPENSE
2025-06-26,Medical Consultation at Big Bazaar,19648.0,DEBIT,,,EXPENSE
2025-06-21,Closure Proceeds from RD,37699.0,DEBIT,,,SAVINGS
2025-06-16,Transfer to Fixed Deposit,40532.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to Fixed Deposit,3879.0,DEBIT,,,SAVINGS
2025-06-19,Transfer to Child Plan,46220.0,DEBIT,,,SAVINGS
2025-06-21,Auto Sweep to FD,40908.0,DEBIT,,,SAVINGS
2025-06-25,Transfer to NPS Account,27978.0,DEBIT,,,SAVINGS
2025-06-01,Medical Consultation at Flipkart,17524.0,DEBIT,,,EXPENSE
2025-06-10,Gift received from Family,58689.0,CREDIT,,,INCOME
2025-06-19,Transfer to Recurring Deposit,5531.0,DEBIT,,,SAVINGS
2025-06-14,LIC Premium Payment,9799.0,DEBIT,,,SAVINGS
2025-06-27,Fixed Deposit opened at ICICI Bank,22999.0,DEBIT,,,SAVINGS
2025-06-10,Recurring Deposit started at SBI,29421.0,DEBIT,,,SAVINGS
2025-06-02,FD Creation at PNB,16426.0,DEBIT,,,SAVINGS
2025-06-18,Recurring Deposit started at PNB,13286.0,DEBIT,,,SAVINGS
2025-06-20,Fuel Purchase at Big Bazaar,8179.0,DEBIT,,,EXPENSE
2025-06-20,Mutual Fund Investment - HDFC Top 100,40364.0,DEBIT,,,SAVINGS
2025-06-28,Consulting payment from ABC Corp,83999.0,CREDIT,,,INCOME
2025-06-10,Refund from Amazon,89178.0,CREDIT,,,INCOME
2025-06-16,Fuel Purchase at Flipkart,2001.0,DEBIT,,,EXPENSE
2025-06-05,Mutual Fund Investment - ICICI Prudential,24600.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to NPS Account,27209.0,DEBIT,,,SAVINGS
2025-06-10,Transfer to Recurring Deposit,49241.0,DEBIT,,,SAVINGS
2025-06-22,Grocery Shopping at Myntra,12439.0,DEBIT,,,EXPENSE
2025-06-11,SIP to UTI Flexi Cap,16848.0,DEBIT,,,SAVINGS
2025-06-22,Transfer to Fixed Deposit,22185.0,DEBIT,,,SAVINGS
2025-06-15,Auto Sweep to FD,23241.0,DEBIT,,,SAVINGS
2025-06-24,NPS Contribution,34569.0,DEBIT,,,SAVINGS
2025-06-03,Maturity Proceeds from PPF,33501.0,DEBIT,,,SAVINGS
2025-06-17,Dining Out at Big Bazaar,16739.0,DEBIT,,,EXPENSE
2025-06-02,Maturity Proceeds from RD,30926.0,DEBIT,,,SAVINGS
2025-06-21,Goal Based Savings Transfer,12133.0,DEBIT,,,SAVINGS
2025-06-01,Award for best employee,95848.0,CREDIT,,,INCOME
2025-06-20,Fuel Purchase at Cafe Coffee Day,1685.0,DEBIT,,,EXPENSE
